777	2	53	No lo ves a través del alma ni del espíritu,
777	2	54	es la mente que existe entre los dos que ve la visión,
777	2	55	y es que...'''
777	3	56	[Páginas 11 a 14 se perdieron]
777	3	57	``... y el Deseo dijo:
777	3	58	No te vi descender, pero ahora te veo ascendiendo.
777	3	59	Por qué mientes si me perteneces?'
777	3	60	La alma dijo esto:
777	3	61	Te vi,
777	3	62	aunque no me viste,
777	3	63	ni me reconociste.
777	3	64	Estuve contigo como con una tela,
777	3	65	y nunca me sentiste.'
777	3	66	Cuando la alma dijo estas cosas, se fue con gran gozo.
777	3	67	De nuevo, se acercó al tercer mano del poder: la Ignorancia.
777	3	68	Le preguntó al alma:
777	3	69	Adónde vas?
777	3	70	Con maldad te ataron.
777	3	71	Te atan, pero tú no juzgas.'
777	3	72	Y la alma dijo esto:
777	3	73	Por qué me juzgas cuando yo no he juzgado?
777	3	74	Me ataron pero nunca los até.
777	3	75	No me reconocieron pero he reconocido
777	3	76	que todo se desintegra,
777	3	77	tanto en la tierra como en el cielo.'
777	3	78	Cuando el alma venció al tercer poder,
777	3	79	subieron y vieron el cuarto poder.
777	3	80	Tenía siete formas:
777	3	81	la primera forma es la Oscuridad;
777	3	82	el segundo, el Deseo;
777	3	83	el tercero, la Ignorancia;
777	3	84	el cuarto es el Celo de la Muerte;
777	3	85	el quinto es el Reino de la carne;
777	3	86	la sexta es la Sabiduría de los necios de la carne;
777	3	87	el séptimo es la Sabiduría colérica.
777	3	88	Estos son los siete poderes de la Ira.
777	3	89	Le preguntan al alma:
777	3	90	De dónde vienes, asesino?'  y
777	3	91	Adónde vas, conquistador?'
777	3	92	La alma dijo:
777	3	93	Lo que me ataba fue asesinado y lo que me dominaba ha sido dominado.
777	3	94	Mi deseo ha sido satisfecho y mi ignorancia se fue.
777	3	95	Fui liberado de este mundo por otro,
777	3	96	que nunca será olvidado.
777	3	97	Recibiré el reposo del tiempo por la eternidad en silencio.'
777	4	98	Cuando Mary terminó de hablar, se quedó en silencio,
777	4	99	ya que eso era todo lo que el Salvador le había dicho.
777	4	100	Andrés se giró hacia sus hermanos y dijo:
777	4	101	'Qué piensas de lo que nos ha dicho?
777	4	102	No creo que el Salvador haya dicho estas cosas,
777	4	103	ya que esas ideas son demasiado distantes de las nuestras''.
777	4	104	Entonces Pedro respondió:
777	4	105	``Hablaría con una mujer sobre secretos que nosotros mismos no sabríamos?
777	4	106	Deberíamos volvernos y escucharla?  Él la eligió a ella sobre nosotros?''
777	4	107	María comenzó a llorar:
777	4	108	``Mi hermano Peter, qué estás pensando? Crees que mi corazón inventó esto o que mentiría acerca de nuestro Salvador?''
777	4	109	Entonces Levi se volvió hacia Peter y le dijo:
777	4	110	``Pedro, siempre has sido iracundo,
777	4	111	y ahora te veo silenciando a esta mujer,
777	4	112	como nuestros adversarios.
777	4	113	Si el Salvador la encontró digna,
777	4	114	entonces quien eres tu para rechazarla?
777	4	115	Seguro que el Salvador la conocía muy bien,
777	4	116	porque la amaba más que a nosotros.
777	4	117	Al contrario, avergoncémonos de nosotros mismos
777	4	118	y que tomamos la forma humana más pura que adquirimos de Él,
777	4	119	como él nos mandó.
777	4	120	Debemos predicar el evangelio y no establecer reglas ni leyes sino los que nos dio el Salvador''.
777	4	121	Después que Levi termino de hablar, se fueron y comenzaron a enseñar y predicar el Evangelio del Reino.
777	4	122	Rey Samuel's El Evangelio de Maria
