"testament","book","title","chapter","verse","text","version","language"
"NT",777,"Evangelio de Maria",1,23,"El que tenga oído para oír, oiga''.","RSEM","ES"
"NT",777,"Evangelio de Maria",1,24,"Cuando el Bienaventurado terminó de hablar, los saludó y dijo:","RSEM","ES"
"NT",777,"Evangelio de Maria",1,25,"“Paz a ustedes,","RSEM","ES"
"NT",777,"Evangelio de Maria",1,26,"y que mi paz sea adquirida dentro de ustedes.","RSEM","ES"
"NT",777,"Evangelio de Maria",1,27,"Ten cuidado.","RSEM","ES"
"NT",777,"Evangelio de Maria",1,28,"Que nadie te engañe diciendo:","RSEM","ES"
"NT",777,"Evangelio de Maria",1,29,"Mira, aquí en esta dirección!' o 'Mira, aquí en este lugar!'.","RSEM","ES"
"NT",777,"Evangelio de Maria",1,30,"El Hijo del Hombre existe dentro de ti.","RSEM","ES"
"NT",777,"Evangelio de Maria",1,31,"Los que le buscan, le encuentran.","RSEM","ES"
"NT",777,"Evangelio de Maria",1,32,"Ve, pues, y difunda el Evangelio del Reino.","RSEM","ES"
"NT",777,"Evangelio de Maria",1,33,"No impongas más reglas sino las que te he dicho,","RSEM","ES"
"NT",777,"Evangelio de Maria",1,34,"ni des leyes como el legislador,","RSEM","ES"
"NT",777,"Evangelio de Maria",1,35,"para que no te aten a ellas''.","RSEM","ES"
"NT",777,"Evangelio de Maria",2,36,"Cuando dijo estas cosas, fue, y la gente comenzó a llorar:","RSEM","ES"
"NT",777,"Evangelio de Maria",2,37,"``Cómo subiremos a los gentiles y predicarles el evangelio de el Reino de el Hijo de el Hombre? Si no lo perdonaron, cómo nos van a perdonar?''.","RSEM","ES"
"NT",777,"Evangelio de Maria",2,38,"Entonces María se levantó y dijo a sus hermanos:","RSEM","ES"
"NT",777,"Evangelio de Maria",2,39,"“No lloren ni aflijan, ni romper vuestros corazones, porque Su Gracia estará con ustedes. Te protegerá. Más bien, alabemos Su grandeza, porque Él nos ha preparado y nos ha hecho humanos.”","RSEM","ES"
"NT",777,"Evangelio de Maria",2,40,"Cuando María dijo estas cosas, volvió sus corazones hacia el Señor y comenzaron a hablar de las palabras del Salvador.","RSEM","ES"
"NT",777,"Evangelio de Maria",2,41,"Pedro le dijo a María:","RSEM","ES"
"NT",777,"Evangelio de Maria",2,42,"``Hermana, sabemos que el Salvador te amó más que a todas las mujeres. Dinos de algunas palabras del Salvador que recuerdas que nosotros mismos aún no hayamos escuchado''.","RSEM","ES"
"NT",777,"Evangelio de Maria",2,43,"Entonces María dijo:","RSEM","ES"
"NT",777,"Evangelio de Maria",2,44,"``Les diré lo que estaba oculto de ustedes.","RSEM","ES"
"NT",777,"Evangelio de Maria",2,45,"Vi al Señor en una visión y le dije:","RSEM","ES"
"NT",777,"Evangelio de Maria",2,46,"Señor, puedo verte en esta visión'.","RSEM","ES"
"NT",777,"Evangelio de Maria",2,47,"Él respondió:","RSEM","ES"
"NT",777,"Evangelio de Maria",2,48,"Eres bendecida porque no te intimidas al verme;","RSEM","ES"
"NT",777,"Evangelio de Maria",2,49,"Allí donde está la mente está el tesoro.'","RSEM","ES"
"NT",777,"Evangelio de Maria",2,50,"Le dije a él:","RSEM","ES"
"NT",777,"Evangelio de Maria",2,51,"Señor, cuando alguien tiene una visión, la ve a través del alma o del espíritu?'''","RSEM","ES"
"NT",777,"Evangelio de Maria",2,52,"El Salvador respondió:","RSEM","ES"
"NT",777,"Evangelio de Maria",2,53,"No lo ves a través del alma ni del espíritu,","RSEM","ES"
"NT",777,"Evangelio de Maria",2,54,"es la mente que existe entre los dos que ve la visión,","RSEM","ES"
"NT",777,"Evangelio de Maria",2,55,"y es que...'''","RSEM","ES"
"NT",777,"Evangelio de Maria",3,56,"[Páginas 11 a 14 se perdieron]","RSEM","ES"
"NT",777,"Evangelio de Maria",3,57,"``... y el Deseo dijo:","RSEM","ES"
"NT",777,"Evangelio de Maria",3,58,"No te vi descender, pero ahora te veo ascendiendo.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,59,"Por qué mientes si me perteneces?'","RSEM","ES"
"NT",777,"Evangelio de Maria",3,60,"La alma dijo esto:","RSEM","ES"
"NT",777,"Evangelio de Maria",3,61,"Te vi,","RSEM","ES"
"NT",777,"Evangelio de Maria",3,62,"aunque no me viste,","RSEM","ES"
"NT",777,"Evangelio de Maria",3,63,"ni me reconociste.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,64,"Estuve contigo como con una tela,","RSEM","ES"
"NT",777,"Evangelio de Maria",3,65,"y nunca me sentiste.'","RSEM","ES"
"NT",777,"Evangelio de Maria",3,66,"Cuando la alma dijo estas cosas, se fue con gran gozo.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,67,"De nuevo, se acercó al tercer mano del poder: la Ignorancia.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,68,"Le preguntó al alma:","RSEM","ES"
"NT",777,"Evangelio de Maria",3,69,"Adónde vas?","RSEM","ES"
"NT",777,"Evangelio de Maria",3,70,"Con maldad te ataron.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,71,"Te atan, pero tú no juzgas.'","RSEM","ES"
"NT",777,"Evangelio de Maria",3,72,"Y la alma dijo esto:","RSEM","ES"
"NT",777,"Evangelio de Maria",3,73,"Por qué me juzgas cuando yo no he juzgado?","RSEM","ES"
"NT",777,"Evangelio de Maria",3,74,"Me ataron pero nunca los até.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,75,"No me reconocieron pero he reconocido","RSEM","ES"
"NT",777,"Evangelio de Maria",3,76,"que todo se desintegra,","RSEM","ES"
"NT",777,"Evangelio de Maria",3,77,"tanto en la tierra como en el cielo.'","RSEM","ES"
"NT",777,"Evangelio de Maria",3,78,"Cuando el alma venció al tercer poder,","RSEM","ES"
"NT",777,"Evangelio de Maria",3,79,"subieron y vieron el cuarto poder.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,80,"Tenía siete formas:","RSEM","ES"
"NT",777,"Evangelio de Maria",3,81,"la primera forma es la Oscuridad;","RSEM","ES"
"NT",777,"Evangelio de Maria",3,82,"el segundo, el Deseo;","RSEM","ES"
"NT",777,"Evangelio de Maria",3,83,"el tercero, la Ignorancia;","RSEM","ES"
"NT",777,"Evangelio de Maria",3,84,"el cuarto es el Celo de la Muerte;","RSEM","ES"
"NT",777,"Evangelio de Maria",3,85,"el quinto es el Reino de la carne;","RSEM","ES"
"NT",777,"Evangelio de Maria",3,86,"la sexta es la Sabiduría de los necios de la carne;","RSEM","ES"
"NT",777,"Evangelio de Maria",3,87,"el séptimo es la Sabiduría colérica.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,88,"Estos son los siete poderes de la Ira.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,89,"Le preguntan al alma:","RSEM","ES"
"NT",777,"Evangelio de Maria",3,90,"De dónde vienes, asesino?'  y","RSEM","ES"
"NT",777,"Evangelio de Maria",3,91,"Adónde vas, conquistador?'","RSEM","ES"
"NT",777,"Evangelio de Maria",3,92,"La alma dijo:","RSEM","ES"
"NT",777,"Evangelio de Maria",3,93,"Lo que me ataba fue asesinado y lo que me dominaba ha sido dominado.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,94,"Mi deseo ha sido satisfecho y mi ignorancia se fue.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,95,"Fui liberado de este mundo por otro,","RSEM","ES"
"NT",777,"Evangelio de Maria",3,96,"que nunca será olvidado.","RSEM","ES"
"NT",777,"Evangelio de Maria",3,97,"Recibiré el reposo del tiempo por la eternidad en silencio.'","RSEM","ES"
"NT",777,"Evangelio de Maria",4,98,"Cuando Mary terminó de hablar, se quedó en silencio,","RSEM","ES"
"NT",777,"Evangelio de Maria",4,99,"ya que eso era todo lo que el Salvador le había dicho.","RSEM","ES"
"NT",777,"Evangelio de Maria",4,100,"Andrés se giró hacia sus hermanos y dijo:","RSEM","ES"
"NT",777,"Evangelio de Maria",4,101,"'Qué piensas de lo que nos ha dicho?","RSEM","ES"
"NT",777,"Evangelio de Maria",4,102,"No creo que el Salvador haya dicho estas cosas,","RSEM","ES"
"NT",777,"Evangelio de Maria",4,103,"ya que esas ideas son demasiado distantes de las nuestras''.","RSEM","ES"
"NT",777,"Evangelio de Maria",4,104,"Entonces Pedro respondió:","RSEM","ES"
"NT",777,"Evangelio de Maria",4,105,"``Hablaría con una mujer sobre secretos que nosotros mismos no sabríamos?","RSEM","ES"
"NT",777,"Evangelio de Maria",4,106,"Deberíamos volvernos y escucharla?  Él la eligió a ella sobre nosotros?''","RSEM","ES"
"NT",777,"Evangelio de Maria",4,107,"María comenzó a llorar:","RSEM","ES"
"NT",777,"Evangelio de Maria",4,108,"``Mi hermano Peter, qué estás pensando? Crees que mi corazón inventó esto o que mentiría acerca de nuestro Salvador?''","RSEM","ES"
"NT",777,"Evangelio de Maria",4,109,"Entonces Levi se volvió hacia Peter y le dijo:","RSEM","ES"
"NT",777,"Evangelio de Maria",4,110,"``Pedro, siempre has sido iracundo,","RSEM","ES"
"NT",777,"Evangelio de Maria",4,111,"y ahora te veo silenciando a esta mujer,","RSEM","ES"
"NT",777,"Evangelio de Maria",4,112,"como nuestros adversarios.","RSEM","ES"
"NT",777,"Evangelio de Maria",4,113,"Si el Salvador la encontró digna,","RSEM","ES"
"NT",777,"Evangelio de Maria",4,114,"entonces quien eres tu para rechazarla?","RSEM","ES"
"NT",777,"Evangelio de Maria",4,115,"Seguro que el Salvador la conocía muy bien,","RSEM","ES"
"NT",777,"Evangelio de Maria",4,116,"porque la amaba más que a nosotros.","RSEM","ES"
"NT",777,"Evangelio de Maria",4,117,"Al contrario, avergoncémonos de nosotros mismos","RSEM","ES"
"NT",777,"Evangelio de Maria",4,118,"y que tomamos la forma humana más pura que adquirimos de Él,","RSEM","ES"
"NT",777,"Evangelio de Maria",4,119,"como él nos mandó.","RSEM","ES"
"NT",777,"Evangelio de Maria",4,120,"Debemos predicar el evangelio y no establecer reglas ni leyes sino los que nos dio el Salvador''.","RSEM","ES"
"NT",777,"Evangelio de Maria",4,121,"Después que Levi termino de hablar, se fueron y comenzaron a enseñar y predicar el Evangelio del Reino.","RSEM","ES"
"NT",777,"Evangelio de Maria",4,122,"Rey Samuel's El Evangelio de Maria","RSEM","ES"
